time,flow,temp,salt
1980-12-28 00:00:00,    0.000000,    5.374991,    0.000000
1980-12-29 00:00:00,    0.000000,    5.376177,    0.000000
1980-12-30 00:00:00,    0.000000,    5.377303,    0.000000
1980-12-31 00:00:00,    0.000000,    5.378475,    0.000000
1981-01-01 00:00:00,    0.000000,    5.379624,    0.000000
1981-01-02 00:00:00,    0.000000,    5.380823,    0.000000
1981-01-03 00:00:00,    0.000000,    5.382008,    0.000000
1981-01-04 00:00:00,    0.000000,    5.383184,    0.000000
1981-01-05 00:00:00,    0.000000,    5.384827,    0.000000
1981-01-06 00:00:00,    0.000000,    5.386469,    0.000000
1981-01-07 00:00:00,    0.000000,    5.388144,    0.000000
1981-01-08 00:00:00,    0.000000,    5.390139,    0.000000
1981-01-09 00:00:00,    0.000000,    5.391562,    0.000000
1981-01-10 00:00:00,    0.000000,    5.393897,    0.000000
1981-01-11 00:00:00,    0.000000,    5.396594,    0.000000
1981-01-12 00:00:00,    0.000000,    5.401569,    0.000000
1981-01-13 00:00:00,    0.000000,    5.408244,    0.000000
1981-01-14 00:00:00,    0.000000,    5.410518,    0.000000
1981-01-15 00:00:00,    0.000000,    5.412229,    0.000000
1981-01-16 00:00:00,    0.000000,    5.413836,    0.000000
1981-01-17 00:00:00,    0.000000,    5.417208,    0.000000
1981-01-18 00:00:00,    0.000000,    5.427859,    0.000000
1981-01-19 00:00:00,    0.000000,    5.435251,    0.000000
1981-01-20 00:00:00,    0.000000,    5.439421,    0.000000
1981-01-21 00:00:00,    0.000000,    5.442938,    0.000000
1981-01-22 00:00:00,    0.000000,    5.445499,    0.000000
1981-01-23 00:00:00,    0.000000,    5.448530,    0.000000
1981-01-24 00:00:00,    0.000000,    5.450272,    0.000000
1981-01-25 00:00:00,    0.000000,    5.451747,    0.000000
1981-01-26 00:00:00,    0.000000,    5.453361,    0.000000
1981-01-27 00:00:00,    0.000000,    5.454750,    0.000000
1981-01-28 00:00:00,    0.000000,    5.457349,    0.000000
1981-01-29 00:00:00,    0.000000,    5.460223,    0.000000
1981-01-30 00:00:00,    0.000000,    5.462469,    0.000000
1981-01-31 00:00:00,    0.000000,    5.465937,    0.000000
1981-02-01 00:00:00,    0.000000,    5.472731,    0.000000
1981-02-02 00:00:00,    0.000000,    5.483830,    0.000000
1981-02-03 00:00:00,    0.000000,    5.496388,    0.000000
1981-02-04 00:00:00,    0.000000,    5.503265,    0.000000
1981-02-05 00:00:00,    0.000000,    5.505969,    0.000000
1981-02-06 00:00:00,    0.000000,    5.507814,    0.000000
1981-02-07 00:00:00,    0.000000,    5.509529,    0.000000
1981-02-08 00:00:00,    0.000000,    5.513067,    0.000000
1981-02-09 00:00:00,    0.000000,    5.516559,    0.000000
1981-02-10 00:00:00,    0.000000,    5.527631,    0.000000
1981-02-11 00:00:00,    0.000000,    5.547823,    0.000000
1981-02-12 00:00:00,    0.000000,    5.579099,    0.000000
1981-02-13 00:00:00,    0.000000,    5.605866,    0.000000
1981-02-14 00:00:00,    0.000000,    5.625432,    0.000000
1981-02-15 00:00:00,    0.000000,    5.644984,    0.000000
1981-02-16 00:00:00,    0.000000,    5.665654,    0.000000
1981-02-17 00:00:00,    0.000000,    5.683750,    0.000000
1981-02-18 00:00:00,    0.000000,    5.692544,    0.000000
1981-02-19 00:00:00,    0.000000,    5.696334,    0.000000
1981-02-20 00:00:00,    0.000000,    5.702077,    0.000000
1981-02-21 00:00:00,    0.000000,    5.711050,    0.000000
1981-02-22 00:00:00,    0.000000,    5.716274,    0.000000
1981-02-23 00:00:00,    0.000000,    5.723605,    0.000000
1981-02-24 00:00:00,    0.000000,    5.734582,    0.000000
1981-02-25 00:00:00,    0.000000,    5.739666,    0.000000
1981-02-26 00:00:00,    0.000000,    5.741826,    0.000000
1981-02-27 00:00:00,    0.000000,    5.743974,    0.000000
1981-02-28 00:00:00,    0.000000,    5.746753,    0.000000
1981-03-01 00:00:00,    0.000000,    5.751176,    0.000000
1981-03-02 00:00:00,    0.000000,    5.761226,    0.000000
1981-03-03 00:00:00,    0.000000,    5.770791,    0.000000
1981-03-04 00:00:00,    0.000000,    5.778509,    0.000000
1981-03-05 00:00:00,    0.000000,    5.795483,    0.000000
1981-03-06 00:00:00,    0.000000,    5.811359,    0.000000
1981-03-07 00:00:00,    0.000000,    5.817777,    0.000000
1981-03-08 00:00:00,    0.000000,    5.822640,    0.000000
1981-03-09 00:00:00,    0.000000,    5.825838,    0.000000
1981-03-10 00:00:00,    0.000000,    5.829089,    0.000000
1981-03-11 00:00:00,    0.000000,    5.833657,    0.000000
1981-03-12 00:00:00,    0.000000,    5.838716,    0.000000
1981-03-13 00:00:00,    0.000000,    5.842337,    0.000000
1981-03-14 00:00:00,    0.000000,    5.845835,    0.000000
1981-03-15 00:00:00,    0.000000,    5.849974,    0.000000
1981-03-16 00:00:00,    0.000000,    5.866321,    0.000000
1981-03-17 00:00:00,    0.000000,    5.886872,    0.000000
1981-03-18 00:00:00,    0.000000,    5.900737,    0.000000
1981-03-19 00:00:00,    0.000000,    5.938128,    0.000000
1981-03-20 00:00:00,    0.000000,    5.979835,    0.000000
1981-03-21 00:00:00,    0.000000,    5.991693,    0.000000
1981-03-22 00:00:00,    0.000000,    6.000838,    0.000000
1981-03-23 00:00:00,    0.000000,    6.024664,    0.000000
1981-03-24 00:00:00,    0.000000,    6.043966,    0.000000
1981-03-25 00:00:00,    0.000000,    6.050527,    0.000000
1981-03-26 00:00:00,    0.000000,    6.053357,    0.000000
1981-03-27 00:00:00,    0.000000,    6.057483,    0.000000
1981-03-28 00:00:00,    0.000000,    6.062075,    0.000000
1981-03-29 00:00:00,    0.000000,    6.073866,    0.000000
1981-03-30 00:00:00,    0.000000,    6.096459,    0.000000
1981-03-31 00:00:00,    0.000000,    6.101691,    0.000000
1981-04-01 00:00:00,    0.000000,    6.103817,    0.000000
1981-04-02 00:00:00,    0.000000,    6.106811,    0.000000
1981-04-03 00:00:00,    0.000000,    6.110491,    0.000000
1981-04-04 00:00:00,    0.000000,    6.115203,    0.000000
1981-04-05 00:00:00,    0.000000,    6.119716,    0.000000
1981-04-06 00:00:00,    0.000000,    6.124092,    0.000000
1981-04-07 00:00:00,    0.000000,    6.131159,    0.000000
1981-04-08 00:00:00,    0.000000,    6.139130,    0.000000
1981-04-09 00:00:00,    0.000000,    6.143716,    0.000000
1981-04-10 00:00:00,    0.000000,    6.147824,    0.000000
1981-04-11 00:00:00,    0.000000,    6.153564,    0.000000
1981-04-12 00:00:00,    0.000000,    6.157685,    0.000000
1981-04-13 00:00:00,    0.000000,    6.160629,    0.000000
1981-04-14 00:00:00,    0.000000,    6.164343,    0.000000
1981-04-15 00:00:00,    0.000000,    6.170060,    0.000000
1981-04-16 00:00:00,    0.000000,    6.179718,    0.000000
1981-04-17 00:00:00,    0.000000,    6.188336,    0.000000
1981-04-18 00:00:00,    0.000000,    6.191946,    0.000000
1981-04-19 00:00:00,    0.000000,    6.194011,    0.000000
1981-04-20 00:00:00,    0.000000,    6.196346,    0.000000
1981-04-21 00:00:00,    0.000000,    6.199333,    0.000000
1981-04-22 00:00:00,    0.000000,    6.201843,    0.000000
1981-04-23 00:00:00,    0.000000,    6.204620,    0.000000
1981-04-24 00:00:00,    0.000000,    6.210299,    0.000000
1981-04-25 00:00:00,    0.000000,    6.216049,    0.000000
1981-04-26 00:00:00,    0.000000,    6.219134,    0.000000
1981-04-27 00:00:00,    0.000000,    6.221792,    0.000000
1981-04-28 00:00:00,    0.000000,    6.224558,    0.000000
1981-04-29 00:00:00,    0.000000,    6.227200,    0.000000
1981-04-30 00:00:00,    0.000000,    6.229752,    0.000000
1981-05-01 00:00:00,    0.000000,    6.232012,    0.000000
1981-05-02 00:00:00,    0.000000,    6.235071,    0.000000
1981-05-03 00:00:00,    0.000000,    6.239350,    0.000000
1981-05-04 00:00:00,    0.000000,    6.242498,    0.000000
1981-05-05 00:00:00,    0.000000,    6.244717,    0.000000
1981-05-06 00:00:00,    0.000000,    6.247231,    0.000000
1981-05-07 00:00:00,    0.000000,    6.251114,    0.000000
1981-05-08 00:00:00,    0.000000,    6.255243,    0.000000
1981-05-09 00:00:00,    0.000000,    6.258686,    0.000000
1981-05-10 00:00:00,    0.000000,    6.261828,    0.000000
1981-05-11 00:00:00,    0.000000,    6.266442,    0.000000
1981-05-12 00:00:00,    0.000000,    6.270652,    0.000000
1981-05-13 00:00:00,    0.000000,    6.273122,    0.000000
1981-05-14 00:00:00,    0.000000,    6.275244,    0.000000
1981-05-15 00:00:00,    0.000000,    6.277700,    0.000000
1981-05-16 00:00:00,    0.000000,    6.280374,    0.000000
1981-05-17 00:00:00,    0.000000,    6.282446,    0.000000
1981-05-18 00:00:00,    0.000000,    6.284734,    0.000000
1981-05-19 00:00:00,    0.000000,    6.287669,    0.000000
1981-05-20 00:00:00,    0.000000,    6.291559,    0.000000
1981-05-21 00:00:00,    0.000000,    6.295787,    0.000000
1981-05-22 00:00:00,    0.000000,    6.298902,    0.000000
1981-05-23 00:00:00,    0.000000,    6.301544,    0.000000
1981-05-24 00:00:00,    0.000000,    6.303892,    0.000000
1981-05-25 00:00:00,    0.000000,    6.306540,    0.000000
1981-05-26 00:00:00,    0.000000,    6.310357,    0.000000
1981-05-27 00:00:00,    0.000000,    6.314609,    0.000000
